-1 1:0.5815789473684212 2:0.48022598870056493 3:0.9679487179487181 4:0.5360824742268042 5:0.5217391304347826 6:0.568 7:0.6309523809523809 8:0.5416666666666667 9:0.44303797468354433 10:0.4097035040431267 11:0.3366336633663367 12:0.5285714285714287 13:0.325962910128388
1 1:0.1657894736842107 2:0.2796610169491525 3:0.3589743589743589 4:0.2783505154639176 5:0.29347826086956524 6:0.09200000000000008 7:0.2976190476190476 8:0.43750000000000006 9:0.23101265822784808 10:0.33962264150943394 11:0.5247524752475248 12:0.15238095238095245 13:0.10699001426533523
1 1:0.3657894736842106 2:0.20338983050847462 3:0.532051282051282 4:0.6134020618556701 5:0.41304347826086957 6:0.24800000000000005 7:0.45238095238095233 8:0.43750000000000006 9:0.3765822784810127 10:0.1051212938005391 11:0.35643564356435653 12:0.5428571428571429 13:0.04778887303851641
1 1:0.1999999999999999 2:0.3502824858757062 3:0.9102564102564101 4:0.922680412371134 5:0.2391304347826087 6:0.3 7:0.4970238095238096 8:0.9374999999999999 9:0.4240506329113924 10:0.23180592991913748 11:0.26732673267326734 12:0.29523809523809524 13:0.1340941512125535
1 1:0.2052631578947371 2:0.3474576271186441 3:0.8846153846153848 4:0.5618556701030929 5:0.6956521739130435 6:0.08800000000000008 7:0.125 8:0.020833333333333353 9:0.3607594936708861 10:0.16442048517520216 11:0.24752475247524752 12:0.20952380952380942 13:0.24750356633380885
1 1:0.2973684210526317 2:0.20338983050847462 3:0.608974358974359 4:0.6288659793814434 5:0.21739130434782608 6:0.16000000000000006 7:0.3333333333333333 8:0.625 9:0.3607594936708861 10:0.15768194070080865 11:0.6237623762376239 12:0.20952380952380942 13:0.15477888730385164
-1 1:0.5315789473684213 2:0.23728813559322035 3:0.4358974358974359 4:0.09278350515463922 5:0.2391304347826087 6:0.5360000000000001 7:0.8035714285714286 8:0.08333333333333336 9:0.7879746835443038 10:0.7978436657681942 11:0.415841584158416 12:0.5190476190476192 13:0.6219686162624821
-1 1:0.736842105263158 2:0.19209039548022602 3:0.8076923076923078 4:0.48453608247422686 5:0.4891304347826087 6:0.6280000000000001 7:0.8422619047619047 8:0.5625000000000001 9:0.4113924050632911 10:0.7169811320754718 11:0.4257425742574257 12:0.3571428571428571 13:0.6077032810271041
-1 1:0.7973684210526317 2:0.20903954802259886 3:0.5897435897435896 4:0.2783505154639176 5:0.6086956521739131 6:0.648 7:0.7738095238095237 8:0.22916666666666666 9:0.5316455696202532 10:0.5889487870619947 11:0.38613861386138626 12:0.9000000000000001 13:0.35805991440798857
-1 1:0.8815789473684212 2:0.7627118644067796 3:0.5897435897435896 4:0.2783505154639176 5:0.34782608695652173 6:0.748 7:0.7738095238095237 8:0.2916666666666667 9:0.560126582278481 10:0.4878706199460917 11:0.3366336633663367 12:0.7714285714285715 13:0.5613409415121255
1 1:0.5315789473684213 2:0.8389830508474576 3:0.6153846153846153 4:0.6134020618556701 5:0.16304347826086957 6:0.10800000000000001 7:0.30357142857142855 8:1.0 9:0.379746835443038 10:0.4743935309973046 11:0.13861386138613863 12:0.09047619047619036 13:0.16904422253922968
1 1:0.3526315789473683 2:0.0677966101694915 3:0.5128205128205129 4:0.43298969072164956 5:0.18478260869565216 6:0.8480000000000001 7:0.7529761904761905 8:0.125 9:0.45886075949367094 10:0.42722371967654993 11:0.5148514851485149 12:0.5000000000000001 13:0.10128388017118402
-1 1:0.4789473684210526 2:0.20056497175141247 3:0.7435897435897436 4:0.37113402061855677 5:0.2717391304347826 6:0.44000000000000006 7:0.5357142857142857 8:0.27083333333333337 9:0.3291139240506329 10:0.35714285714285726 11:0.38613861386138626 12:0.861904761904762 13:0.5256776034236804
1 1:0.4131578947368421 2:0.12711864406779663 3:0.3461538461538461 4:0.4072164948453609 5:0.1956521739130435 6:0.028000000000000025 7:0.23511904761904764 8:0.3333333333333333 9:0.29430379746835444 10:0.15768194070080865 11:0.3366336633663367 12:0.45238095238095244 13:0.20256776034236804
1 1:0.21315789473684219 2:0.0 3:0.7820512820512822 4:0.3814432989690722 5:0.2608695652173913 6:0.3280000000000001 7:0.4880952380952381 8:0.1875 9:0.6107594936708861 10:0.238544474393531 11:0.08910891089108919 12:0.6000000000000001 13:0.17261055634807418
-1 1:0.8078947368421052 2:0.3587570621468927 3:0.6025641025641024 4:0.3814432989690722 5:0.3804347826086957 6:0.6280000000000001 7:0.8184523809523808 8:0.1875 9:0.620253164556962 10:0.6024258760107817 11:0.5445544554455446 12:0.6428571428571429 13:0.8787446504992867
-1 1:0.5 2:0.8220338983050848 3:0.8269230769230769 4:0.4123711340206187 5:0.34782608695652173 6:0.4120000000000001 7:0.5476190476190477 8:0.25 9:0.4936708860759494 10:0.4339622641509434 11:0.3267326732673268 12:0.8095238095238096 13:0.3509272467902996
1 1:0.21315789473684219 2:0.5649717514124294 3:0.5576923076923077 4:0.3814432989690722 5:0.45652173913043476 6:0.13600000000000004 7:0.22321428571428573 8:0.625 9:0.16772151898734178 10:0.18463611859838275 11:0.25742574257425743 12:0.33333333333333337 13:0.15834522111269614
1 1:0.25526315789473697 2:0.17514124293785313 3:0.6794871794871794 4:0.5876288659793815 5:0.17391304347826086 6:0.028000000000000025 7:0.20238095238095238 8:0.7708333333333334 9:0.3829113924050633 10:0.3126684636118599 11:0.3465346534653466 12:0.3952380952380952 13:0.12268188302425106
-1 1:0.5921052631578946 2:0.211864406779661 3:0.9487179487179487 4:0.2525773195876289 5:0.43478260869565216 6:0.4880000000000001 7:0.6279761904761905 8:0.43750000000000006 9:0.2974683544303798 10:0.44743935309973043 11:0.38613861386138626 12:0.4571428571428571 13:0.42938659058487877
1 1:0.0 2:0.17514124293785313 3:0.5384615384615385 4:0.5618556701030929 5:0.16304347826086957 6:0.43200000000000005 7:0.47619047619047616 8:0.8125000000000001 9:0.5031645569620252 10:0.08355795148247978 11:1.0 12:0.5000000000000001 13:0.0920114122681883
