1 1:0.45267489711934145 2:0.09881422924901187 3:0.35947712418300654 4:0.12 5:0.16666666666666666 6:0.43269230769230765 7:0.023861171366594356 8:0.8499999999999999 9:0.40384615384615385 10:0.42424242424242425 11:0.2134831460674157 12:0.09917355371900827 13:0.5950704225352113
-1 1:0.3333333333333336 2:0.10869565217391305 3:0.1568627450980392 4:0.24 5:0.3333333333333333 6:0.6057692307692306 7:0.3405639913232104 8:0.325 9:0.8028846153846154 10:0.09090909090909094 11:0.3370786516853932 12:0.7231404958677686 13:0.0
-1 1:0.382716049382716 2:0.3379446640316206 3:0.49673202614379086 4:0.4 5:0.47619047619047616 6:0.7019230769230769 7:0.35574837310195223 8:0.20000000000000004 9:0.43269230769230776 10:0.10303030303030301 11:0.2696629213483146 12:0.871900826446281 13:0.22183098591549297
1 1:0.39094650205761294 2:0.6106719367588933 3:0.4444444444444444 4:0.4 5:0.23809523809523808 6:0.5769230769230768 7:0.09761388286334056 8:0.6 9:0.3028846153846154 10:0.6909090909090909 11:0.0 12:0.12809917355371903 13:0.36619718309859156
1 1:0.4279835390946499 2:0.45256916996047436 3:0.6143790849673204 4:0.88 5:0.4523809523809524 6:0.3846153846153845 7:0.023861171366594356 8:0.9249999999999999 9:0.35096153846153844 10:0.6727272727272727 11:0.12359550561797752 12:0.19008264462809915 13:1.0
-1 1:0.06172839506172855 2:0.25889328063241107 3:1.0 4:1.0 5:0.9761904761904762 6:1.0 7:1.0 8:0.5249999999999999 9:0.701923076923077 10:0.4909090909090909 11:0.4157303370786517 12:1.0 13:0.26936619718309857
-1 1:0.3621399176954729 2:0.17193675889328067 3:0.3333333333333333 4:0.35199999999999987 5:0.5952380952380952 6:0.0 7:0.1193058568329718 8:0.27499999999999997 9:0.5048076923076923 10:0.1333333333333333 11:0.3887640449438202 12:0.2272727272727273 13:0.9823943661971831
-1 1:0.168724279835391 2:0.1442687747035573 3:0.18954248366013074 4:0.38400000000000006 5:0.19047619047619047 6:0.423076923076923 7:0.24511930585683298 8:0.09999999999999995 9:0.5384615384615385 10:0.0 11:0.4382022471910112 12:0.8512396694214877 13:0.3221830985915493
-1 1:0.5061728395061731 2:0.12252964426877473 3:0.20915032679738566 4:0.06400000000000006 5:0.5238095238095238 6:0.44230769230769224 7:0.2039045553145336 8:0.675 9:0.10096153846153846 10:0.4606060606060606 11:0.47191011235955055 12:0.13223140495867772 13:0.24295774647887325
1 1:0.8559670781893005 2:0.5632411067193676 3:0.3202614379084967 4:0.28 5:0.23809523809523808 6:0.25 7:0.0021691973969631254 8:0.7999999999999998 9:0.22596153846153846 10:0.45454545454545453 11:0.2808988764044944 12:0.2272727272727273 13:0.47183098591549294
1 1:0.6378600823045271 2:0.5355731225296443 3:0.42483660130718964 4:0.2 5:0.6666666666666666 6:0.13942307692307682 7:0.04989154013015184 8:0.35000000000000003 9:0.2548076923076923 10:0.4036363636363636 11:0.1348314606741573 12:0.19834710743801653 13:0.6390845070422535
-1 1:0.5267489711934155 2:0.15612648221343875 3:0.3660130718954247 4:0.37599999999999995 5:0.047619047619047616 6:0.13461538461538453 7:0.21475054229934923 8:0.7999999999999998 9:0.5817307692307693 10:0.1333333333333333 11:0.44943820224719094 12:0.32644628099173556 13:0.3221830985915493
-1 1:0.674897119341564 2:1.0 3:0.2810457516339869 4:0.44 5:0.19047619047619047 6:0.7307692307692307 7:0.4728850325379609 8:0.09999999999999995 9:0.7692307692307692 10:0.07878787878787881 11:0.19101123595505612 12:0.756198347107438 13:0.11971830985915492
1 1:0.7242798353909465 2:0.36561264822134387 3:0.43790849673202625 4:0.32 5:1.0 6:0.2644230769230768 7:0.04555314533622561 8:0.675 9:0.5048076923076923 10:0.890909090909091 11:0.044943820224719024 12:0.14462809917355376 13:0.9295774647887324
1 1:1.0 2:0.6679841897233202 3:0.4444444444444444 4:0.28 5:0.2619047619047619 6:0.3365384615384615 7:0.07809110629067244 8:0.5499999999999999 9:0.5528846153846154 10:0.8557575757575757 11:0.011235955056179662 12:0.15289256198347104 13:0.29577464788732394
-1 1:0.3950617283950614 2:0.09288537549407115 3:0.5620915032679739 4:0.16800000000000012 5:0.47619047619047616 6:0.6346153846153845 7:0.4728850325379609 8:0.27499999999999997 9:0.8028846153846154 10:0.32121212121212117 11:0.7078651685393258 12:0.4256198347107437 13:0.6443661971830986
-1 1:0.3127572016460905 2:0.14031620553359683 3:0.5424836601307188 4:0.24 5:0.6190476190476191 6:0.3798076923076922 7:0.27765726681127983 8:0.475 9:0.29807692307692313 10:0.12121212121212124 11:1.0 12:0.39669421487603307 13:0.07570422535211267
1 1:0.4609053497942384 2:0.9426877470355731 3:0.6143790849673204 4:0.72 5:0.42857142857142855 6:0.3317307692307692 7:0.028199566160520606 8:0.9249999999999999 9:0.3317307692307693 10:0.3696969696969697 11:0.2921348314606741 12:0.17355371900826444 13:0.3573943661971831
-1 1:0.41975308641975295 2:0.15612648221343875 3:0.38562091503267976 4:0.44 5:0.19047619047619047 6:0.7884615384615385 7:0.581344902386117 8:0.325 9:0.6538461538461539 10:0.2412121212121212 11:0.14606741573033696 12:0.6487603305785123 13:0.07042253521126761
1 1:0.765432098765432 2:0.699604743083004 3:0.3660130718954247 4:0.32 5:1.0 6:0.23557692307692307 7:0.04772234273318871 8:0.42499999999999993 9:0.451923076923077 10:1.0 11:0.033707865168539235 12:0.11983471074380167 13:0.920774647887324
1 1:0.9094650205761314 2:0.8320158102766799 3:0.42483660130718964 4:0.32 5:0.3333333333333333 6:0.43269230769230765 7:0.07158351409978309 8:0.5249999999999999 9:0.2932692307692308 10:0.296969696969697 11:0.39325842696629215 12:0.3223140495867768 13:0.41901408450704225
-1 1:0.345679012345679 2:0.1956521739130435 3:0.2745098039215687 4:0.24 5:0.047619047619047616 6:0.2644230769230768 7:0.3383947939262472 8:0.27499999999999997 9:0.5865384615384615 10:0.17575757575757575 11:0.4943820224719101 12:0.7851239669421487 13:0.3485915492957746
-1 1:0.0 2:0.0 3:0.5228758169934641 4:0.4 5:0.23809523809523808 6:0.6634615384615384 7:0.334056399132321 8:0.3999999999999999 9:0.4951923076923077 10:0.136969696969697 11:0.606741573033708 12:0.4297520661157025 13:0.2147887323943662
-1 1:0.5390946502057616 2:0.2114624505928854 3:0.32679738562091515 4:0.22400000000000006 5:0.19047619047619047 6:0.5288461538461539 7:0.44685466377440336 8:0.0 9:0.6538461538461539 10:0.23636363636363636 11:0.6741573033707864 12:0.7727272727272728 13:0.7077464788732394
