1 1:12.51 2:1.24 3:2.25 4:17.5 5:85 6:2.0 7:0.58 8:0.6 9:1.25 10:5.45 11:0.75 12:1.51 13:650
-1 1:12.22 2:1.29 3:1.94 4:19.0 5:92 6:2.36 7:2.04 8:0.39 9:2.08 10:2.7 11:0.86 12:3.02 13:312
-1 1:12.34 2:2.45 3:2.46 4:21.0 5:98 6:2.56 7:2.11 8:0.34 9:1.31 10:2.8 11:0.8 12:3.38 13:438
1 1:12.36 2:3.83 3:2.38 4:21.0 5:88 6:2.3 7:0.92 8:0.5 9:1.04 10:7.65 11:0.56 12:1.58 13:520
1 1:12.45 2:3.03 3:2.64 4:27.0 5:97 6:1.9 7:0.58 8:0.63 9:1.14 10:7.5 11:0.67 12:1.73 13:880
-1 1:11.56 2:2.05 3:3.23 4:28.5 5:119 6:3.18 7:5.08 8:0.47 9:1.87 10:6.0 11:0.93 12:3.69 13:465
-1 1:12.29 2:1.61 3:2.21 4:20.4 5:103 6:1.1 7:1.02 8:0.37 9:1.46 10:3.05 11:0.9059999999999999 12:1.82 13:870
-1 1:11.82 2:1.47 3:1.99 4:20.8 5:86 6:1.98 7:1.6 8:0.3 9:1.53 10:1.95 11:0.95 12:3.33 13:495
-1 1:12.64 2:1.36 3:2.02 4:16.8 5:100 6:2.02 7:1.41 8:0.53 9:0.62 10:5.75 11:0.98 12:1.59 13:450
1 1:13.49 2:3.59 3:2.19 4:19.5 5:88 6:1.62 7:0.48 8:0.58 9:0.88 10:5.7 11:0.81 12:1.82 13:580
1 1:12.96 2:3.45 3:2.35 4:18.5 5:106 6:1.39 7:0.7 8:0.4 9:0.94 10:5.28 11:0.68 12:1.75 13:675
-1 1:12.69 2:1.53 3:2.26 4:20.7 5:80 6:1.38 7:1.46 8:0.58 9:1.62 10:3.05 11:0.96 12:2.06 13:495
-1 1:13.05 2:5.8 3:2.13 4:21.5 5:86 6:2.62 7:2.65 8:0.3 9:2.01 10:2.6 11:0.73 12:3.1 13:380
1 1:13.17 2:2.59 3:2.37 4:20.0 5:120 6:1.65 7:0.68 8:0.53 9:1.46 10:9.3 11:0.6 12:1.62 13:840
1 1:13.84 2:4.12 3:2.38 4:19.5 5:89 6:1.8 7:0.83 8:0.48 9:1.56 10:9.01 11:0.57 12:1.64 13:480
-1 1:12.37 2:1.21 3:2.56 4:18.1 5:98 6:2.42 7:2.65 8:0.37 9:2.08 10:4.6 11:1.19 12:2.3 13:678
-1 1:12.17 2:1.45 3:2.53 4:19.0 5:104 6:1.89 7:1.75 8:0.45 9:1.03 10:2.95 11:1.45 12:2.23 13:355
1 1:12.53 2:5.51 3:2.64 4:25.0 5:96 6:1.79 7:0.6 8:0.63 9:1.1 10:5.0 11:0.82 12:1.69 13:515
-1 1:12.43 2:1.53 3:2.29 4:21.5 5:86 6:2.74 7:3.15 8:0.39 9:1.77 10:3.94 11:0.69 12:2.84 13:352
1 1:13.27 2:4.28 3:2.26 4:20.0 5:120 6:1.59 7:0.69 8:0.43 9:1.35 10:10.2 11:0.59 12:1.56 13:835
1 1:13.62 2:4.95 3:2.35 4:20.0 5:92 6:2.0 7:0.8 8:0.47 9:1.02 10:4.4 11:0.91 12:2.05 13:550
-1 1:12.25 2:1.73 3:2.12 4:19.0 5:80 6:1.65 7:2.03 8:0.37 9:1.63 10:3.4 11:1.0 12:3.17 13:510
-1 1:11.41 2:0.74 3:2.5 4:21.0 5:88 6:2.48 7:2.01 8:0.42 9:1.44 10:3.08 11:1.1 12:2.31 13:434
-1 1:12.72 2:1.81 3:2.2 4:18.8 5:86 6:2.2 7:2.53 8:0.26 9:1.77 10:3.9 11:1.16 12:3.14 13:714
-1 1:12.67 2:0.98 3:2.24 4:18.0 5:99 6:2.2 7:1.94 8:0.3 9:1.46 10:2.62 11:1.23 12:3.16 13:450
1 1:12.25 2:4.72 3:2.54 4:21.0 5:89 6:1.38 7:0.47 8:0.53 9:0.8 10:3.85 11:0.75 12:1.27 13:720
-1 1:12.37 2:1.17 3:1.92 4:19.6 5:78 6:2.11 7:2.0 8:0.27 9:1.04 10:4.68 11:1.12 12:3.48 13:510
-1 1:12.33 2:1.1 3:2.28 4:16.0 5:101 6:2.05 7:1.09 8:0.63 9:0.41 10:3.27 11:1.25 12:1.67 13:680
-1 1:12.08 2:2.08 3:1.7 4:17.5 5:97 6:2.23 7:2.17 8:0.26 9:1.4 10:3.3 11:1.27 12:2.96 13:710
1 1:13.11 2:1.9 3:2.75 4:25.5 5:116 6:2.2 7:1.28 8:0.26 9:1.56 10:7.1 11:0.61 12:1.33 13:425
-1 1:11.61 2:1.35 3:2.7 4:20.0 5:94 6:2.74 7:2.92 8:0.29 9:2.49 10:2.65 11:0.96 12:3.26 13:680
1 1:13.08 2:3.9 3:2.36 4:21.5 5:113 6:1.41 7:1.39 8:0.34 9:1.14 10:9.4 11:0.57 12:1.33 13:550
-1 1:12.42 2:2.55 3:2.27 4:22.0 5:90 6:1.68 7:1.84 8:0.66 9:1.42 10:2.7 11:0.86 12:3.3 13:315
1 1:12.84 2:2.96 3:2.61 4:24.0 5:101 6:2.32 7:0.6 8:0.53 9:0.81 10:4.92 11:0.89 12:2.15 13:590
-1 1:13.49 2:1.66 3:2.24 4:24.0 5:87 6:1.88 7:1.84 8:0.27 9:1.03 10:3.74 11:0.98 12:2.78 13:472
