-1 1:0.6886227544910182 2:0.2213438735177866 3:0.4313725490196078 4:0.304093567251462 5:0.42592592592592593 6:0.7259615384615383 7:0.45812807881773393 8:0.20408163265306123 9:0.5333333333333333 10:0.2661870503597122 11:0.5526315789473686 12:1.0 13:0.7172619047619048
-1 1:0.7814371257485029 2:0.1857707509881423 3:0.3333333333333333 4:0.2690058479532163 5:0.3333333333333333 6:0.7451923076923076 7:0.3226600985221675 8:0.1836734693877551 9:0.6541666666666667 10:0.39568345323741005 11:0.4605263157894738 12:0.829875518672199 13:0.7172619047619048
1 1:0.2425149700598804 2:0.10869565217391305 3:0.1568627450980392 4:0.44444444444444436 5:0.25925925925925924 6:0.6057692307692306 7:0.25123152709359603 8:0.4489795918367347 9:0.6958333333333334 10:0.10791366906474822 11:0.22368421052631585 12:0.5933609958506223 13:0.0
-1 1:0.5628742514970058 2:0.24308300395256918 3:0.6405228758169936 4:0.3157894736842105 5:0.4444444444444444 6:0.9134615384615384 7:0.5443349753694581 8:0.2857142857142857 9:0.5208333333333334 10:0.5827338129496402 11:0.5000000000000001 12:0.5186721991701243 13:0.9503968253968254
1 1:0.278443113772455 2:0.3379446640316206 3:0.49673202614379086 4:0.5614035087719298 5:0.37037037037037035 6:0.7019230769230769 7:0.26847290640394084 8:0.34693877551020413 9:0.37500000000000006 10:0.12230215827338127 11:0.14473684210526327 12:0.7427385892116182 13:0.125
-1 1:0.4910179640718565 2:0.25889328063241107 3:0.9934640522875818 4:0.7953216374269005 5:0.8518518518518519 6:0.7355769230769229 7:0.4088669950738916 8:0.6122448979591836 9:0.6291666666666667 10:0.23453237410071945 11:0.5789473684210525 12:0.6680497925311203 13:0.5138888888888888
-1 1:0.8922155688622756 2:0.22332015810276684 3:0.4901960784313727 4:0.18713450292397654 5:0.3333333333333333 6:0.673076923076923 7:0.36945812807881767 8:0.26530612244897955 9:0.6541666666666667 10:0.4748201438848921 11:0.43421052631578955 12:0.8257261410788381 13:0.9702380952380952
-1 1:0.7574850299401196 2:0.1956521739130435 3:0.37254901960784315 4:0.350877192982456 5:0.5555555555555556 6:0.8557692307692306 7:0.6206896551724137 8:0.30612244897959184 9:0.6958333333333334 10:1.0 11:0.5657894736842107 12:0.6265560165975104 13:0.9404761904761905
-1 1:0.7365269461077841 2:0.22924901185770752 3:0.718954248366013 4:0.4678362573099414 5:0.5370370370370371 6:0.889423076923077 7:0.480295566502463 8:0.4081632653061224 9:0.5625000000000001 10:0.3669064748201438 11:0.736842105263158 12:0.7510373443983401 13:0.5982142857142857
1 1:0.044910179640718674 2:0.25889328063241107 3:1.0 4:1.0 5:0.7592592592592593 6:1.0 7:1.0 8:0.6122448979591836 9:0.6083333333333334 10:0.5827338129496402 11:0.3157894736842107 12:0.8713692946058089 13:0.15178571428571427
-1 1:0.664670658682635 2:0.2114624505928854 3:0.6535947712418302 4:0.33918128654970753 5:0.6296296296296297 6:0.8413461538461539 7:0.46551724137931033 8:0.26530612244897955 9:0.43750000000000006 10:0.7697841726618704 11:0.7763157894736843 12:0.5352697095435683 13:0.9900793650793651
