-1 1:0.19033232628398813 2:0.20798319327731088 3:0.3589743589743589 4:0.2783505154639176 5:0.29347826086956524 6:0.24803149606299216 7:0.3607038123167155 8:0.42000000000000004 9:0.23101265822784808 10:0.21501706484641633 11:0.6097560975609756 12:0.3617021276595745 13:0.21216407355021216
-1 1:0.41993957703927504 2:0.15126050420168066 3:0.532051282051282 4:0.6134020618556701 5:0.41304347826086957 6:0.4015748031496063 7:0.5131964809384163 8:0.42000000000000004 9:0.3765822784810127 10:0.06655290102389079 11:0.47154471544715454 12:0.7106382978723403 13:0.09476661951909476
-1 1:0.2296072507552869 2:0.2605042016806722 3:0.9102564102564101 4:0.922680412371134 5:0.2391304347826087 6:0.452755905511811 7:0.5571847507331379 8:0.8999999999999999 9:0.4240506329113924 10:0.14675767918088736 11:0.3983739837398374 12:0.4893617021276595 13:0.26591230551626593
-1 1:0.23564954682779488 2:0.2584033613445378 3:0.8846153846153848 4:0.5618556701030929 5:0.6956521739130435 6:0.24409448818897642 7:0.19061583577712607 8:0.020000000000000018 9:0.3607594936708861 10:0.10409556313993173 11:0.38211382113821135 12:0.4127659574468084 13:0.4908062234794908
1 1:0.5407854984894261 2:0.5210084033613445 3:0.6025641025641024 4:0.4587628865979382 5:0.1956521739130435 6:0.19685039370078738 7:0.093841642228739 8:0.54 9:0.17405063291139242 10:0.7662116040955631 11:0.1951219512195122 12:0.1957446808510638 13:0.5756718528995757
1 1:0.6918429003021149 2:0.4936974789915966 3:0.6538461538461537 4:0.5618556701030929 5:0.2391304347826087 6:0.37401574803149606 7:0.12316715542521993 8:0.64 9:0.2626582278481013 10:0.6092150170648464 11:0.05691056910569111 12:0.14042553191489365 13:0.5261669024045261
-1 1:0.34138972809667695 2:0.15126050420168066 3:0.608974358974359 4:0.6288659793814434 5:0.21739130434782608 6:0.31496062992125984 7:0.3958944281524926 8:0.6 9:0.3607594936708861 10:0.09982935153583619 11:0.6910569105691058 12:0.4127659574468084 13:0.3069306930693069
1 1:0.7160120845921452 2:0.7794117647058821 3:0.9615384615384615 4:0.7422680412371134 5:0.45652173913043476 6:0.39370078740157477 7:0.18181818181818177 8:0.28 9:0.2183544303797469 10:0.6160409556313993 11:0.1544715447154472 12:0.26808510638297867 13:0.49787835926449786
-1 1:0.6102719033232632 2:0.6239495798319327 3:0.6153846153846153 4:0.6134020618556701 5:0.16304347826086957 6:0.2637795275590551 7:0.36656891495601174 8:0.96 9:0.379746835443038 10:0.3003412969283276 11:0.2926829268292683 12:0.30638297872340414 13:0.3352192362093352
-1 1:0.40483383685800595 2:0.05042016806722686 3:0.5128205128205129 4:0.43298969072164956 5:0.18478260869565216 6:0.9921259842519685 7:0.809384164222874 8:0.12 9:0.45886075949367094 10:0.2704778156996587 11:0.6016260162601627 12:0.6723404255319149 13:0.20084865629420084
1 1:0.5498489425981873 2:0.4999999999999999 3:0.7820512820512822 4:0.5876288659793815 5:0.391304347826087 6:0.2637795275590551 7:0.07624633431085043 8:0.94 9:0.17088607594936708 10:0.3668941979522184 11:0.3170731707317073 12:0.34893617021276585 13:0.413012729844413
1 1:0.8157099697885198 2:0.7289915966386554 3:0.5769230769230768 4:0.6134020618556701 5:0.1956521739130435 6:0.11811023622047245 7:0.0381231671554252 8:0.78 9:0.23101265822784808 10:0.4556313993174061 11:0.2439024390243903 12:0.1957446808510638 13:0.3422913719943423
-1 1:0.4743202416918429 2:0.09453781512605042 3:0.3461538461538461 4:0.4072164948453609 5:0.1956521739130435 6:0.18503937007874013 7:0.2991202346041056 8:0.31999999999999995 9:0.29430379746835444 10:0.09982935153583619 11:0.4552845528455285 12:0.6297872340425532 13:0.4016973125884017
1 1:0.7039274924471298 2:0.3508403361344537 3:0.6346153846153847 4:0.48453608247422686 5:0.20652173913043478 6:0.16535433070866137 7:0.046920821114369494 8:0.48 9:0.06962025316455697 10:0.3686006825938566 11:0.17886178861788615 12:0.5021276595744681 13:0.71004243281471
-1 1:0.24471299093655602 2:0.0 3:0.7820512820512822 4:0.3814432989690722 5:0.2608695652173913 6:0.48031496062992135 7:0.5483870967741935 8:0.18 9:0.6107594936708861 10:0.1510238907849829 11:0.2520325203252033 12:0.7617021276595745 13:0.3422913719943423
-1 1:0.24471299093655602 2:0.4201680672268907 3:0.5576923076923077 4:0.3814432989690722 5:0.45652173913043476 6:0.29133858267716534 7:0.28739002932551316 8:0.6 9:0.16772151898734178 10:0.11689419795221842 11:0.3902439024390244 12:0.5234042553191489 13:0.314002828854314
1 1:0.552870090634441 2:0.09663865546218488 3:0.6153846153846153 4:0.3814432989690722 5:0.5652173913043478 6:0.20866141732283466 7:0.2668621700879765 8:0.15999999999999998 9:0.16455696202531644 10:0.2406143344709897 11:0.22764227642276424 12:0.0 13:0.49787835926449786
1 1:0.8096676737160124 2:1.0 3:0.6987179487179489 4:0.5103092783505155 5:0.2717391304347826 6:0.2755905511811023 7:0.07917888563049852 8:0.78 9:0.20253164556962028 10:0.5477815699658702 11:0.13008130081300814 12:0.19148936170212763 13:0.6534653465346535
-1 1:0.2930513595166165 2:0.13025210084033612 3:0.6794871794871794 4:0.5876288659793815 5:0.17391304347826086 6:0.18503937007874013 7:0.2668621700879765 8:0.74 9:0.3829113924050633 10:0.19795221843003413 11:0.46341463414634154 12:0.5787234042553191 13:0.24328147100424327
1 1:0.5740181268882175 2:0.4033613445378151 3:0.8589743589743591 4:0.5360824742268042 5:0.2826086956521739 6:0.22047244094488191 7:0.046920821114369494 8:0.8 9:0.10443037974683544 10:0.28327645051194533 11:0.23577235772357727 12:0.4340425531914894 13:0.45544554455445546
1 1:0.558912386706949 2:0.4411764705882352 3:0.6666666666666666 4:0.48453608247422686 5:0.3695652173913043 6:0.12598425196850396 7:0.2580645161290322 8:0.21999999999999997 9:0.12974683544303797 10:0.3515358361774744 11:0.21138211382113822 12:0.05531914893617017 13:0.3564356435643564
-1 1:0.0 2:0.13025210084033612 3:0.5384615384615385 4:0.5618556701030929 5:0.16304347826086957 6:0.5826771653543307 7:0.5366568914956011 8:0.78 9:0.5031645569620252 10:0.05290102389078497 11:1.0 12:0.6723404255319149 13:0.18246110325318246
-1 1:0.35649546827794604 2:0.06302521008403358 3:0.24999999999999997 4:0.31958762886597947 5:0.8804347826086957 6:0.34251968503937014 7:0.2756598240469208 8:0.020000000000000018 9:0.6582278481012658 10:0.13395904436860068 11:0.6504065040650407 12:0.7574468085106382 13:0.6223479490806223
-1 1:0.3806646525679757 2:0.10924369747899156 3:0.3974358974358974 4:0.2783505154639176 5:0.16304347826086957 6:0.6181102362204723 7:0.6334310850439883 8:0.31999999999999995 9:0.4272151898734177 10:0.13822525597269622 11:0.6097560975609756 12:0.6170212765957447 13:0.21216407355021216
-1 1:0.40483383685800595 2:0.010504201680672254 3:0.0 4:0.0 5:0.1956521739130435 6:0.39370078740157477 7:0.06744868035190614 8:0.30000000000000004 9:0.0 10:0.057167235494880536 11:0.46341463414634154 12:0.225531914893617 13:0.3422913719943423
1 1:0.3685800604229609 2:0.6281512605042016 3:0.5384615384615385 4:0.4072164948453609 5:0.45652173913043476 6:0.1574803149606299 7:0.12903225806451613 8:0.31999999999999995 9:0.22784810126582278 10:0.591296928327645 11:0.13821138211382117 12:0.3021276595744681 13:0.8161244695898161
-1 1:0.3172205438066467 2:0.09243697478991597 3:0.6025641025641024 4:0.6701030927835053 5:0.0 6:0.48031496062992135 7:0.36656891495601174 8:0.58 9:0.30379746835443033 10:0.039249146757679175 11:0.47967479674796754 12:0.8170212765957446 13:0.4908062234794908
-1 1:0.40483383685800595 2:0.03781512605042017 3:0.4743589743589744 4:0.4072164948453609 5:0.1956521739130435 6:1.0 7:1.0 8:0.21999999999999997 9:0.4841772151898734 10:0.27474402730375425 11:0.4552845528455285 12:0.6297872340425532 13:0.5403111739745403
1 1:0.5045317220543806 2:0.5588235294117646 3:0.641025641025641 4:0.5618556701030929 5:0.391304347826087 6:0.28346456692913385 7:0.252199413489736 8:0.08000000000000002 9:0.13291139240506328 10:0.31740614334470985 11:0.2439024390243903 12:0.0 13:0.45544554455445546
-1 1:0.44712990936555896 2:0.17647058823529407 3:0.3974358974358974 4:0.5103092783505155 5:0.16304347826086957 6:0.48031496062992135 7:0.46334310850439875 8:0.38 9:0.33544303797468356 10:0.1416382252559727 11:0.4552845528455285 12:0.9702127659574467 13:0.5572842998585573
-1 1:0.6283987915407854 2:0.025210084033613443 3:0.21794871794871787 4:0.22680412371134023 5:0.08695652173913043 6:0.7874015748031495 7:0.8328445747800587 8:0.26 9:0.5886075949367088 10:0.3430034129692832 11:0.5203252032520326 12:0.8042553191489362 13:0.31683168316831684
-1 1:0.2930513595166165 2:0.006302521008403366 3:0.41025641025641024 4:0.43298969072164956 5:0.17391304347826086 6:0.5669291338582677 7:0.563049853372434 8:0.33999999999999997 9:0.31962025316455694 10:0.10409556313993173 11:0.7317073170731707 12:0.7787234042553192 13:0.0
-1 1:0.12990936555891283 2:0.5987394957983193 3:0.2948717948717949 4:0.4587628865979382 5:0.40217391304347827 6:0.8661417322834646 7:0.6568914956011731 8:0.21999999999999997 9:1.0 10:0.13822525597269622 11:0.21951219512195125 12:0.6468085106382978 13:0.4016973125884017
1 1:0.525679758308157 2:0.315126050420168 3:0.5897435897435896 4:0.4587628865979382 5:0.17391304347826086 6:0.16141732283464563 7:0.049853372434017586 8:0.7 9:0.06962025316455697 10:0.7354947952218429 11:0.07317073170731705 12:0.14468085106382972 13:0.27157001414427157
-1 1:0.6978851963746224 2:0.010504201680672254 3:0.641025641025641 4:0.3298969072164949 5:0.43478260869565216 6:0.6102362204724409 7:0.281524926686217 8:0.8400000000000001 9:0.0 10:0.16126279863481227 11:0.4390243902439025 12:0.27234042553191484 13:0.6676096181046676
-1 1:0.5921450151057404 2:0.16386554621848734 3:0.7948717948717949 4:1.0 5:0.75 6:0.9133858267716535 7:0.7478005865102639 8:0.15999999999999998 9:0.4873417721518987 10:0.17662116040955633 11:0.6747967479674798 12:0.9404255319148935 13:1.0
1 1:0.6465256797583082 2:0.9033613445378151 3:0.6153846153846153 4:0.5876288659793815 5:0.25 6:0.2992125984251969 7:0.08504398826979472 8:0.96 9:0.3575949367088608 10:0.5648464163822525 11:0.0975609756097561 12:0.08085106382978721 13:0.6322489391796322
-1 1:0.3806646525679757 2:0.47899159663865537 3:0.5448717948717948 4:0.3814432989690722 5:0.1956521739130435 6:0.7362204724409449 7:0.777126099706745 8:0.64 9:0.7563291139240507 10:0.08703071672354946 11:0.7642276422764227 12:0.6553191489361702 13:0.18104667609618105
1 1:0.7703927492447131 2:0.35504201680672265 3:0.8525641025641025 4:0.7164948453608249 5:0.3804347826086957 6:0.22440944881889766 7:0.14662756598240467 8:0.52 9:0.35443037974683544 10:0.629692832764505 11:0.21138211382113822 12:0.2170212765957447 13:0.6676096181046676
